date,country,series,value,iso3,country_de,country_en
2003-11-30,ES,RETA,-0.3,ESP,Spanien,Spain
2003-11-30,ES,BUIL,1.4,ESP,Spanien,Spain
2003-11-30,ES,ESI,106.7,ESP,Spanien,Spain
2003-11-30,ES,EEI,104.4,ESP,Spanien,Spain
2003-11-30,FR,INDU,-4.6,FRA,Frankreich,France
2003-11-30,FR,SERV,-1.8,FRA,Frankreich,France
2003-11-30,FR,CONS,-9.7,FRA,Frankreich,France
2003-11-30,FR,RETA,-14.3,FRA,Frankreich,France
2003-11-30,FR,BUIL,2.1,FRA,Frankreich,France
2003-11-30,FR,ESI,102,FRA,Frankreich,France
2003-11-30,FR,EEI,93.1,FRA,Frankreich,France
2003-11-30,IT,INDU,-2.1,ITA,Italien,Italy
2003-11-30,IT,SERV,-5.3,ITA,Italien,Italy
2003-11-30,IT,CONS,-12.9,ITA,Italien,Italy
2003-11-30,IT,RETA,-13.1,ITA,Italien,Italy
2003-11-30,IT,BUIL,-4.2,ITA,Italien,Italy
2003-11-30,IT,ESI,99.3,ITA,Italien,Italy
2003-11-30,IT,EEI,96.5,ITA,Italien,Italy
2003-11-30,CY,INDU,11.5,CYP,Zypern,Cyprus
2003-11-30,CY,SERV,16.2,CYP,Zypern,Cyprus
2003-11-30,CY,CONS,-11.3,CYP,Zypern,Cyprus
2003-11-30,CY,RETA,-0.5,CYP,Zypern,Cyprus
2003-11-30,CY,BUIL,38.6,CYP,Zypern,Cyprus
2003-11-30,CY,ESI,110.2,CYP,Zypern,Cyprus
2003-11-30,CY,EEI,108.4,CYP,Zypern,Cyprus
2003-11-30,LV,INDU,6.3,LVA,Lettland,Latvia
2003-11-30,LV,SERV,11.1,LVA,Lettland,Latvia
2003-11-30,LV,CONS,3,LVA,Lettland,Latvia
2003-11-30,LV,RETA,10.4,LVA,Lettland,Latvia
2003-11-30,LV,BUIL,-11.7,LVA,Lettland,Latvia
2003-11-30,LV,ESI,110.5,LVA,Lettland,Latvia
2003-11-30,LV,EEI,105,LVA,Lettland,Latvia
2003-11-30,LT,INDU,-1,LTU,Litauen,Lithuania
2003-11-30,LT,SERV,12.4,LTU,Litauen,Lithuania
2003-11-30,LT,CONS,-3.8,LTU,Litauen,Lithuania
2003-11-30,LT,RETA,2,LTU,Litauen,Lithuania
2003-11-30,LT,BUIL,-14.1,LTU,Litauen,Lithuania
2003-11-30,LT,ESI,105.2,LTU,Litauen,Lithuania
2003-11-30,LT,EEI,88.7,LTU,Litauen,Lithuania
2003-11-30,LU,INDU,-15.9,LUX,Luxemburg,Luxembourg
2003-11-30,LU,CONS,-5.7,LUX,Luxemburg,Luxembourg
2003-11-30,LU,BUIL,-29.2,LUX,Luxemburg,Luxembourg
2003-11-30,LU,ESI,100.8,LUX,Luxemburg,Luxembourg
2003-11-30,HU,INDU,2.8,HUN,Ungarn,Hungary
2003-11-30,HU,SERV,-0.3,HUN,Ungarn,Hungary
2003-11-30,HU,CONS,-17.8,HUN,Ungarn,Hungary
2003-11-30,HU,RETA,-2.8,HUN,Ungarn,Hungary
2003-11-30,HU,BUIL,-11.6,HUN,Ungarn,Hungary
2003-11-30,HU,ESI,106.8,HUN,Ungarn,Hungary
2003-11-30,HU,EEI,96.5,HUN,Ungarn,Hungary
2003-11-30,MT,INDU,-22.9,MLT,Malta,Malta
2003-11-30,MT,CONS,-21.8,MLT,Malta,Malta
2003-11-30,MT,ESI,87,MLT,Malta,Malta
2003-11-30,NL,INDU,-6.6,NLD,Niederlande,Netherlands
2003-11-30,NL,SERV,-17.1,NLD,Niederlande,Netherlands
2003-11-30,NL,CONS,-12.1,NLD,Niederlande,Netherlands
2003-11-30,NL,RETA,-3.9,NLD,Niederlande,Netherlands
2003-11-30,NL,BUIL,-22.7,NLD,Niederlande,Netherlands
2003-11-30,NL,ESI,88.8,NLD,Niederlande,Netherlands
2003-11-30,NL,EEI,86.7,NLD,Niederlande,Netherlands
2003-11-30,AT,INDU,-2,AUT,Österreich,Austria
2003-11-30,AT,SERV,18.8,AUT,Österreich,Austria
2003-11-30,AT,CONS,-12.2,AUT,Österreich,Austria
2003-11-30,AT,RETA,-5.6,AUT,Österreich,Austria
2003-11-30,AT,BUIL,-19.4,AUT,Österreich,Austria
2003-11-30,AT,ESI,101.2,AUT,Österreich,Austria
2003-11-30,AT,EEI,91.1,AUT,Österreich,Austria
2003-11-30,PL,INDU,-13.7,POL,Polen,Poland
2003-11-30,PL,SERV,-1.6,POL,Polen,Poland
2003-11-30,PL,CONS,-23,POL,Polen,Poland
2003-11-30,PL,RETA,-10.2,POL,Polen,Poland
2003-11-30,PL,BUIL,-53.8,POL,Polen,Poland
2003-11-30,PL,ESI,96.7,POL,Polen,Poland
2003-11-30,PL,EEI,79.5,POL,Polen,Poland
2003-11-30,PT,INDU,-11.6,PRT,Portugal,Portugal
2003-11-30,PT,SERV,-4.1,PRT,Portugal,Portugal
2003-11-30,PT,CONS,-16.8,PRT,Portugal,Portugal
2003-11-30,PT,RETA,-3.2,PRT,Portugal,Portugal
2003-11-30,PT,BUIL,-42.8,PRT,Portugal,Portugal
2003-11-30,PT,ESI,93.4,PRT,Portugal,Portugal
2003-11-30,PT,EEI,90,PRT,Portugal,Portugal
2003-11-30,RO,INDU,6.3,ROU,Rumänien,Romania
2003-11-30,RO,SERV,14.1,ROU,Rumänien,Romania
2003-11-30,RO,CONS,-17.5,ROU,Rumänien,Romania
2003-11-30,RO,RETA,18.1,ROU,Rumänien,Romania
2003-11-30,RO,BUIL,0,ROU,Rumänien,Romania
2003-11-30,RO,ESI,107.9,ROU,Rumänien,Romania
2003-11-30,RO,EEI,96.9,ROU,Rumänien,Romania
2003-11-30,SI,INDU,0,SVN,Slowenien,Slovenia
2003-11-30,SI,SERV,31.3,SVN,Slowenien,Slovenia
2003-11-30,SI,CONS,-19.2,SVN,Slowenien,Slovenia
2003-11-30,SI,RETA,9.7,SVN,Slowenien,Slovenia
2003-11-30,SI,BUIL,9.4,SVN,Slowenien,Slovenia
2003-11-30,SI,ESI,104.6,SVN,Slowenien,Slovenia
2003-11-30,SI,EEI,95.3,SVN,Slowenien,Slovenia
2003-11-30,SK,INDU,16.9,SVK,Slowakei,Slovakia
2003-11-30,SK,SERV,42.9,SVK,Slowakei,Slovakia
2003-11-30,SK,CONS,-36,SVK,Slowakei,Slovakia
2003-11-30,SK,RETA,13,SVK,Slowakei,Slovakia
2003-11-30,SK,BUIL,-18.6,SVK,Slowakei,Slovakia
2003-11-30,SK,ESI,108.9,SVK,Slowakei,Slovakia
2003-11-30,SK,EEI,84,SVK,Slowakei,Slovakia
2003-11-30,FI,INDU,1.6,FIN,Finnland,Finland
2003-11-30,FI,SERV,5,FIN,Finnland,Finland
2003-11-30,FI,CONS,-0.7,FIN,Finnland,Finland
2003-11-30,FI,RETA,2.4,FIN,Finnland,Finland
2003-11-30,FI,BUIL,-7.9,FIN,Finnland,Finland
2003-11-30,FI,ESI,102.1,FIN,Finnland,Finland
2003-11-30,FI,EEI,94.1,FIN,Finnland,Finland
2003-11-30,SE,INDU,-10,SWE,Schweden,Sweden
2003-11-30,SE,SERV,3.6,SWE,Schweden,Sweden
2003-11-30,SE,CONS,-0.7,SWE,Schweden,Sweden
2003-11-30,SE,RETA,13.3,SWE,Schweden,Sweden
2003-11-30,SE,BUIL,-59.7,SWE,Schweden,Sweden
2003-11-30,SE,ESI,91.2,SWE,Schweden,Sweden
2003-11-30,SE,EEI,84.4,SWE,Schweden,Sweden
2003-11-30,UK,INDU,-9.2,GBR,Großbritannien,United Kingdom
2003-11-30,UK,SERV,-0.8,GBR,Großbritannien,United Kingdom
2003-11-30,UK,CONS,-5.7,GBR,Großbritannien,United Kingdom
2003-11-30,UK,RETA,14.1,GBR,Großbritannien,United Kingdom
2003-11-30,UK,BUIL,-1.2,GBR,Großbritannien,United Kingdom
2003-11-30,UK,ESI,101.7,GBR,Großbritannien,United Kingdom
2003-11-30,UK,EEI,96.6,GBR,Großbritannien,United Kingdom
2003-12-31,EU,INDU,-6.2,,Europäische Union,European Union
2003-12-31,EU,SERV,8.7,,Europäische Union,European Union
2003-12-31,EU,CONS,-12.3,,Europäische Union,European Union
2003-12-31,EU,RETA,-12.1,,Europäische Union,European Union
2003-12-31,EU,BUIL,-15.3,,Europäische Union,European Union
2003-12-31,EU,ESI,98.2,,Europäische Union,European Union
2003-12-31,EU,EEI,91.6,,Europäische Union,European Union
2003-12-31,EA,INDU,-6.1,,Euroraum,Euro area
2003-12-31,EA,SERV,9,,Euroraum,Euro area
2003-12-31,EA,CONS,-12.7,,Euroraum,Euro area
2003-12-31,EA,RETA,-13.5,,Euroraum,Euro area
2003-12-31,EA,BUIL,-12.7,,Euroraum,Euro area
2003-12-31,EA,ESI,98.5,,Euroraum,Euro area
2003-12-31,EA,EEI,92.8,,Euroraum,Euro area
2003-12-31,BE,INDU,-6.8,BEL,Belgien,Belgium
2003-12-31,BE,SERV,5.6,BEL,Belgien,Belgium
2003-12-31,BE,CONS,-3,BEL,Belgien,Belgium
2003-12-31,BE,RETA,-6.2,BEL,Belgien,Belgium
2003-12-31,BE,BUIL,-9.7,BEL,Belgien,Belgium
2003-12-31,BE,ESI,102,BEL,Belgien,Belgium
2003-12-31,BE,EEI,93.6,BEL,Belgien,Belgium
2003-12-31,BG,INDU,-2.7,BGR,Bulgarien,Bulgaria
2003-12-31,BG,SERV,12.2,BGR,Bulgarien,Bulgaria
2003-12-31,BG,CONS,-29.7,BGR,Bulgarien,Bulgaria
2003-12-31,BG,RETA,4.9,BGR,Bulgarien,Bulgaria
2003-12-31,BG,BUIL,-12.9,BGR,Bulgarien,Bulgaria
2003-12-31,BG,ESI,102.2,BGR,Bulgarien,Bulgaria
2003-12-31,BG,EEI,92.6,BGR,Bulgarien,Bulgaria
2003-12-31,CZ,INDU,7.9,CZE,Tschechische Republik,Czechia
2003-12-31,CZ,SERV,42.1,CZE,Tschechische Republik,Czechia
2003-12-31,CZ,CONS,-17,CZE,Tschechische Republik,Czechia
2003-12-31,CZ,RETA,21,CZE,Tschechische Republik,Czechia
2003-12-31,CZ,BUIL,-9.8,CZE,Tschechische Republik,Czechia
2003-12-31,CZ,ESI,106.2,CZE,Tschechische Republik,Czechia
2003-12-31,CZ,EEI,88.3,CZE,Tschechische Republik,Czechia
2003-12-31,DK,INDU,-6.5,DNK,Dänemark,Denmark
2003-12-31,DK,CONS,4.8,DNK,Dänemark,Denmark
2003-12-31,DK,BUIL,-23.1,DNK,Dänemark,Denmark
2003-12-31,DK,ESI,103.2,DNK,Dänemark,Denmark
2003-12-31,DE,INDU,-11.5,DEU,Deutschland,Germany
2003-12-31,DE,SERV,16.5,DEU,Deutschland,Germany
2003-12-31,DE,CONS,-17.7,DEU,Deutschland,Germany
2003-12-31,DE,RETA,-25.4,DEU,Deutschland,Germany
2003-12-31,DE,BUIL,-46.7,DEU,Deutschland,Germany
2003-12-31,DE,ESI,93.3,DEU,Deutschland,Germany
2003-12-31,DE,EEI,87.2,DEU,Deutschland,Germany
2003-12-31,EE,INDU,9.7,EST,Estland,Estonia
2003-12-31,EE,SERV,22.8,EST,Estland,Estonia
2003-12-31,EE,CONS,-6.1,EST,Estland,Estonia
2003-12-31,EE,RETA,8.7,EST,Estland,Estonia
2003-12-31,EE,BUIL,8.8,EST,Estland,Estonia
2003-12-31,EE,ESI,106.5,EST,Estland,Estonia
2003-12-31,EE,EEI,102.6,EST,Estland,Estonia
2003-12-31,IE,INDU,9.6,IRL,Irland,Ireland
2003-12-31,IE,SERV,17.7,IRL,Irland,Ireland
2003-12-31,IE,CONS,-1.9,IRL,Irland,Ireland
2003-12-31,IE,RETA,9.3,IRL,Irland,Ireland
2003-12-31,IE,BUIL,19.7,IRL,Irland,Ireland
2003-12-31,IE,ESI,100.9,IRL,Irland,Ireland
2003-12-31,IE,EEI,100.9,IRL,Irland,Ireland
2003-12-31,EL,INDU,6.9,GRC,Griechenland,Greece
2003-12-31,EL,SERV,23.1,GRC,Griechenland,Greece
2003-12-31,EL,CONS,-33.2,GRC,Griechenland,Greece
2003-12-31,EL,RETA,16.7,GRC,Griechenland,Greece
2003-12-31,EL,BUIL,7.7,GRC,Griechenland,Greece
2003-12-31,EL,ESI,110,GRC,Griechenland,Greece
2003-12-31,EL,EEI,109.2,GRC,Griechenland,Greece
2003-12-31,ES,INDU,-3.3,ESP,Spanien,Spain
2003-12-31,ES,SERV,17.5,ESP,Spanien,Spain
2003-12-31,ES,CONS,-8.8,ESP,Spanien,Spain
2003-12-31,ES,RETA,-0.4,ESP,Spanien,Spain
2003-12-31,ES,BUIL,6.9,ESP,Spanien,Spain
2003-12-31,ES,ESI,105.7,ESP,Spanien,Spain
2003-12-31,ES,EEI,105.8,ESP,Spanien,Spain
2003-12-31,FR,INDU,-6.7,FRA,Frankreich,France
2003-12-31,FR,SERV,0.4,FRA,Frankreich,France
2003-12-31,FR,CONS,-8.8,FRA,Frankreich,France
2003-12-31,FR,RETA,-16.9,FRA,Frankreich,France
2003-12-31,FR,BUIL,12.1,FRA,Frankreich,France
2003-12-31,FR,ESI,101.4,FRA,Frankreich,France
2003-12-31,FR,EEI,101,FRA,Frankreich,France
2003-12-31,IT,INDU,-5,ITA,Italien,Italy
2003-12-31,IT,SERV,6.2,ITA,Italien,Italy
2003-12-31,IT,CONS,-13.9,ITA,Italien,Italy
2003-12-31,IT,RETA,-14,ITA,Italien,Italy
2003-12-31,IT,BUIL,-13.2,ITA,Italien,Italy
2003-12-31,IT,ESI,97.8,ITA,Italien,Italy
2003-12-31,IT,EEI,97.4,ITA,Italien,Italy
2003-12-31,CY,INDU,3,CYP,Zypern,Cyprus
2003-12-31,CY,SERV,17.5,CYP,Zypern,Cyprus
2003-12-31,CY,CONS,-11,CYP,Zypern,Cyprus
2003-12-31,CY,RETA,-4.4,CYP,Zypern,Cyprus
2003-12-31,CY,BUIL,36.3,CYP,Zypern,Cyprus
2003-12-31,CY,ESI,107.4,CYP,Zypern,Cyprus
2003-12-31,CY,EEI,105.2,CYP,Zypern,Cyprus
2003-12-31,LV,INDU,5.4,LVA,Lettland,Latvia
2003-12-31,LV,SERV,10,LVA,Lettland,Latvia
2003-12-31,LV,CONS,1.3,LVA,Lettland,Latvia
2003-12-31,LV,RETA,12.6,LVA,Lettland,Latvia
2003-12-31,LV,BUIL,-12.5,LVA,Lettland,Latvia
2003-12-31,LV,ESI,109.2,LVA,Lettland,Latvia
2003-12-31,LV,EEI,102.2,LVA,Lettland,Latvia
2003-12-31,LT,INDU,1.3,LTU,Litauen,Lithuania
2003-12-31,LT,SERV,9.6,LTU,Litauen,Lithuania
2003-12-31,LT,CONS,-2.3,LTU,Litauen,Lithuania
2003-12-31,LT,RETA,2.2,LTU,Litauen,Lithuania
2003-12-31,LT,BUIL,-26.6,LTU,Litauen,Lithuania
2003-12-31,LT,ESI,105.9,LTU,Litauen,Lithuania
2003-12-31,LT,EEI,95.4,LTU,Litauen,Lithuania
2003-12-31,LU,INDU,-14.1,LUX,Luxemburg,Luxembourg
2003-12-31,LU,CONS,-4.1,LUX,Luxemburg,Luxembourg
2003-12-31,LU,BUIL,-28.7,LUX,Luxemburg,Luxembourg
2003-12-31,LU,ESI,102.6,LUX,Luxemburg,Luxembourg
2003-12-31,HU,INDU,-0.6,HUN,Ungarn,Hungary
2003-12-31,HU,SERV,1.7,HUN,Ungarn,Hungary
2003-12-31,HU,CONS,-19.4,HUN,Ungarn,Hungary
2003-12-31,HU,RETA,-8.7,HUN,Ungarn,Hungary
2003-12-31,HU,BUIL,-10.8,HUN,Ungarn,Hungary
2003-12-31,HU,ESI,103.8,HUN,Ungarn,Hungary
2003-12-31,HU,EEI,93.7,HUN,Ungarn,Hungary
2003-12-31,MT,INDU,-20.8,MLT,Malta,Malta
2003-12-31,MT,CONS,-21.5,MLT,Malta,Malta
2003-12-31,MT,ESI,88.5,MLT,Malta,Malta
2003-12-31,NL,INDU,-3.3,NLD,Niederlande,Netherlands
2003-12-31,NL,SERV,-16.2,NLD,Niederlande,Netherlands
2003-12-31,NL,CONS,-9.8,NLD,Niederlande,Netherlands
2003-12-31,NL,RETA,-11,NLD,Niederlande,Netherlands
2003-12-31,NL,BUIL,-21.2,NLD,Niederlande,Netherlands
2003-12-31,NL,ESI,91.3,NLD,Niederlande,Netherlands
2003-12-31,NL,EEI,87.5,NLD,Niederlande,Netherlands
2003-12-31,AT,INDU,-2.1,AUT,Österreich,Austria
2003-12-31,AT,SERV,20.8,AUT,Österreich,Austria
2003-12-31,AT,CONS,-10.8,AUT,Österreich,Austria
2003-12-31,AT,RETA,-6.3,AUT,Österreich,Austria
2003-12-31,AT,BUIL,-14.7,AUT,Österreich,Austria
2003-12-31,AT,ESI,101.7,AUT,Österreich,Austria
2003-12-31,AT,EEI,92.9,AUT,Österreich,Austria
2003-12-31,PL,INDU,-12.2,POL,Polen,Poland
2003-12-31,PL,SERV,-0.3,POL,Polen,Poland
2003-12-31,PL,CONS,-17.9,POL,Polen,Poland
2003-12-31,PL,RETA,-10.3,POL,Polen,Poland
2003-12-31,PL,BUIL,-52.9,POL,Polen,Poland
2003-12-31,PL,ESI,100.8,POL,Polen,Poland
2003-12-31,PL,EEI,80.2,POL,Polen,Poland
2003-12-31,PT,INDU,-6.2,PRT,Portugal,Portugal
2003-12-31,PT,SERV,-9.1,PRT,Portugal,Portugal
2003-12-31,PT,CONS,-15.5,PRT,Portugal,Portugal
2003-12-31,PT,RETA,-4.8,PRT,Portugal,Portugal
2003-12-31,PT,BUIL,-47.8,PRT,Portugal,Portugal
2003-12-31,PT,ESI,96.6,PRT,Portugal,Portugal
2003-12-31,PT,EEI,88.3,PRT,Portugal,Portugal
2003-12-31,RO,INDU,10.2,ROU,Rumänien,Romania
2003-12-31,RO,SERV,14.2,ROU,Rumänien,Romania
2003-12-31,RO,CONS,-16.2,ROU,Rumänien,Romania
2003-12-31,RO,RETA,20.5,ROU,Rumänien,Romania
2003-12-31,RO,BUIL,-0.9,ROU,Rumänien,Romania
2003-12-31,RO,ESI,111.5,ROU,Rumänien,Romania
2003-12-31,RO,EEI,101.7,ROU,Rumänien,Romania
2003-12-31,SI,INDU,-0.7,SVN,Slowenien,Slovenia
2003-12-31,SI,SERV,28.3,SVN,Slowenien,Slovenia
2003-12-31,SI,CONS,-20.3,SVN,Slowenien,Slovenia
2003-12-31,SI,RETA,11,SVN,Slowenien,Slovenia
2003-12-31,SI,BUIL,14.9,SVN,Slowenien,Slovenia
2003-12-31,SI,ESI,103.1,SVN,Slowenien,Slovenia
2003-12-31,SI,EEI,95.1,SVN,Slowenien,Slovenia
2003-12-31,SK,INDU,6.6,SVK,Slowakei,Slovakia
2003-12-31,SK,SERV,43.6,SVK,Slowakei,Slovakia
2003-12-31,SK,CONS,-37.6,SVK,Slowakei,Slovakia
2003-12-31,SK,RETA,14.6,SVK,Slowakei,Slovakia
2003-12-31,SK,BUIL,-25.9,SVK,Slowakei,Slovakia
2003-12-31,SK,ESI,101.3,SVK,Slowakei,Slovakia
2003-12-31,SK,EEI,83.4,SVK,Slowakei,Slovakia
2003-12-31,FI,INDU,1.4,FIN,Finnland,Finland
2003-12-31,FI,SERV,10,FIN,Finnland,Finland
2003-12-31,FI,CONS,0.3,FIN,Finnland,Finland
2003-12-31,FI,RETA,-8.3,FIN,Finnland,Finland
2003-12-31,FI,BUIL,-9.7,FIN,Finnland,Finland
2003-12-31,FI,ESI,103.2,FIN,Finnland,Finland
2003-12-31,FI,EEI,97.7,FIN,Finnland,Finland
2003-12-31,SE,INDU,-6.2,SWE,Schweden,Sweden
2003-12-31,SE,SERV,15.6,SWE,Schweden,Sweden
2003-12-31,SE,CONS,-1.4,SWE,Schweden,Sweden
2003-12-31,SE,RETA,3.1,SWE,Schweden,Sweden
2003-12-31,SE,BUIL,-62.2,SWE,Schweden,Sweden
2003-12-31,SE,ESI,94.6,SWE,Schweden,Sweden
2003-12-31,SE,EEI,85,SWE,Schweden,Sweden
2003-12-31,UK,INDU,-8,GBR,Großbritannien,United Kingdom
2003-12-31,UK,SERV,5.3,GBR,Großbritannien,United Kingdom
2003-12-31,UK,CONS,-4.6,GBR,Großbritannien,United Kingdom
2003-12-31,UK,RETA,13.3,GBR,Großbritannien,United Kingdom
2003-12-31,UK,BUIL,2.7,GBR,Großbritannien,United Kingdom
2003-12-31,UK,ESI,103.1,GBR,Großbritannien,United Kingdom
2003-12-31,UK,EEI,99.1,GBR,Großbritannien,United Kingdom
2004-01-31,EU,INDU,-5.8,,Europäische Union,European Union
2004-01-31,EU,SERV,6.7,,Europäische Union,European Union
2004-01-31,EU,CONS,-12.3,,Europäische Union,European Union
2004-01-31,EU,RETA,-9.1,,Europäische Union,European Union
2004-01-31,EU,BUIL,-14.7,,Europäische Union,European Union
2004-01-31,EU,ESI,97.8,,Europäische Union,European Union
2004-01-31,EU,EEI,92.7,,Europäische Union,European Union
2004-01-31,EA,INDU,-5.5,,Euroraum,Euro area
2004-01-31,EA,SERV,6.6,,Euroraum,Euro area
2004-01-31,EA,CONS,-12.8,,Euroraum,Euro area
2004-01-31,EA,RETA,-10.2,,Euroraum,Euro area
2004-01-31,EA,BUIL,-12.1,,Euroraum,Euro area
2004-01-31,EA,ESI,98,,Euroraum,Euro area
2004-01-31,EA,EEI,93.9,,Euroraum,Euro area
2004-01-31,BE,INDU,-8.1,BEL,Belgien,Belgium
2004-01-31,BE,SERV,7,BEL,Belgien,Belgium
2004-01-31,BE,CONS,-1.6,BEL,Belgien,Belgium
2004-01-31,BE,RETA,-2.1,BEL,Belgien,Belgium
2004-01-31,BE,BUIL,-8.3,BEL,Belgien,Belgium
2004-01-31,BE,ESI,102.2,BEL,Belgien,Belgium
2004-01-31,BE,EEI,96.8,BEL,Belgien,Belgium
2004-01-31,BG,INDU,-2,BGR,Bulgarien,Bulgaria
2004-01-31,BG,SERV,8.1,BGR,Bulgarien,Bulgaria
2004-01-31,BG,CONS,-25.1,BGR,Bulgarien,Bulgaria
2004-01-31,BG,RETA,9.5,BGR,Bulgarien,Bulgaria
2004-01-31,BG,BUIL,-21.8,BGR,Bulgarien,Bulgaria
2004-01-31,BG,ESI,103.5,BGR,Bulgarien,Bulgaria
2004-01-31,BG,EEI,88.8,BGR,Bulgarien,Bulgaria
2004-01-31,CZ,INDU,7.5,CZE,Tschechische Republik,Czechia
2004-01-31,CZ,SERV,43,CZE,Tschechische Republik,Czechia
2004-01-31,CZ,CONS,-16.7,CZE,Tschechische Republik,Czechia
2004-01-31,CZ,RETA,17.7,CZE,Tschechische Republik,Czechia
2004-01-31,CZ,BUIL,-5.3,CZE,Tschechische Republik,Czechia
2004-01-31,CZ,ESI,108,CZE,Tschechische Republik,Czechia
2004-01-31,CZ,EEI,88.2,CZE,Tschechische Republik,Czechia
2004-01-31,DK,INDU,-9.5,DNK,Dänemark,Denmark
2004-01-31,DK,CONS,7.6,DNK,Dänemark,Denmark
2004-01-31,DK,BUIL,-21.6,DNK,Dänemark,Denmark
2004-01-31,DK,ESI,101.8,DNK,Dänemark,Denmark
2004-01-31,DE,INDU,-9.5,DEU,Deutschland,Germany
2004-01-31,DE,SERV,5.2,DEU,Deutschland,Germany
2004-01-31,DE,CONS,-19.6,DEU,Deutschland,Germany
2004-01-31,DE,RETA,-25.1,DEU,Deutschland,Germany
2004-01-31,DE,BUIL,-45.2,DEU,Deutschland,Germany
2004-01-31,DE,ESI,90.2,DEU,Deutschland,Germany
2004-01-31,DE,EEI,85,DEU,Deutschland,Germany
2004-01-31,EE,INDU,10,EST,Estland,Estonia
2004-01-31,EE,SERV,21.2,EST,Estland,Estonia
2004-01-31,EE,CONS,-4,EST,Estland,Estonia
2004-01-31,EE,RETA,9.5,EST,Estland,Estonia
2004-01-31,EE,BUIL,8.7,EST,Estland,Estonia
2004-01-31,EE,ESI,106.6,EST,Estland,Estonia
2004-01-31,EE,EEI,104.9,EST,Estland,Estonia
2004-01-31,IE,INDU,15.8,IRL,Irland,Ireland
2004-01-31,IE,SERV,8.4,IRL,Irland,Ireland
2004-01-31,IE,CONS,-3,IRL,Irland,Ireland
2004-01-31,IE,RETA,7,IRL,Irland,Ireland
2004-01-31,IE,BUIL,18.4,IRL,Irland,Ireland
2004-01-31,IE,ESI,100.9,IRL,Irland,Ireland
2004-01-31,IE,EEI,98.4,IRL,Irland,Ireland
2004-01-31,EL,INDU,6.4,GRC,Griechenland,Greece
2004-01-31,EL,SERV,26.7,GRC,Griechenland,Greece
2004-01-31,EL,CONS,-23.3,GRC,Griechenland,Greece
2004-01-31,EL,RETA,17.2,GRC,Griechenland,Greece
2004-01-31,EL,BUIL,4,GRC,Griechenland,Greece
2004-01-31,EL,ESI,110.8,GRC,Griechenland,Greece
2004-01-31,EL,EEI,105.3,GRC,Griechenland,Greece
2004-01-31,ES,INDU,-3.7,ESP,Spanien,Spain
2004-01-31,ES,SERV,18.9,ESP,Spanien,Spain
2004-01-31,ES,CONS,-9.5,ESP,Spanien,Spain
2004-01-31,ES,RETA,-1.1,ESP,Spanien,Spain
2004-01-31,ES,BUIL,7,ESP,Spanien,Spain
2004-01-31,ES,ESI,105.6,ESP,Spanien,Spain
2004-01-31,ES,EEI,106,ESP,Spanien,Spain
2004-01-31,FR,INDU,-6.1,FRA,Frankreich,France
2004-01-31,FR,SERV,8.2,FRA,Frankreich,France
2004-01-31,FR,CONS,-6.2,FRA,Frankreich,France
2004-01-31,FR,RETA,-3.5,FRA,Frankreich,France
2004-01-31,FR,BUIL,8.6,FRA,Frankreich,France
2004-01-31,FR,ESI,105.4,FRA,Frankreich,France
2004-01-31,FR,EEI,102.4,FRA,Frankreich,France
2004-01-31,IT,INDU,-5.2,ITA,Italien,Italy
2004-01-31,IT,SERV,-1.2,ITA,Italien,Italy
2004-01-31,IT,CONS,-13.8,ITA,Italien,Italy
2004-01-31,IT,RETA,-9.1,ITA,Italien,Italy
2004-01-31,IT,BUIL,-12.7,ITA,Italien,Italy
2004-01-31,IT,ESI,96.6,ITA,Italien,Italy
2004-01-31,IT,EEI,99.7,ITA,Italien,Italy
2004-01-31,CY,INDU,6.8,CYP,Zypern,Cyprus
2004-01-31,CY,SERV,8.1,CYP,Zypern,Cyprus
2004-01-31,CY,CONS,-15,CYP,Zypern,Cyprus
2004-01-31,CY,RETA,6.8,CYP,Zypern,Cyprus
2004-01-31,CY,BUIL,1.8,CYP,Zypern,Cyprus
2004-01-31,CY,ESI,105.1,CYP,Zypern,Cyprus
2004-01-31,CY,EEI,103.2,CYP,Zypern,Cyprus
2004-01-31,LV,INDU,4.8,LVA,Lettland,Latvia
2004-01-31,LV,SERV,15.6,LVA,Lettland,Latvia
2004-01-31,LV,CONS,-1.4,LVA,Lettland,Latvia
2004-01-31,LV,RETA,8.6,LVA,Lettland,Latvia
2004-01-31,LV,BUIL,-13,LVA,Lettland,Latvia
2004-01-31,LV,ESI,110.2,LVA,Lettland,Latvia
2004-01-31,LV,EEI,102.6,LVA,Lettland,Latvia
2004-01-31,LT,INDU,-6,LTU,Litauen,Lithuania
2004-01-31,LT,SERV,18.4,LTU,Litauen,Lithuania
2004-01-31,LT,CONS,-2.1,LTU,Litauen,Lithuania
2004-01-31,LT,RETA,3,LTU,Litauen,Lithuania
2004-01-31,LT,BUIL,-27.8,LTU,Litauen,Lithuania
2004-01-31,LT,ESI,104,LTU,Litauen,Lithuania
2004-01-31,LT,EEI,93.7,LTU,Litauen,Lithuania
2004-01-31,LU,INDU,-19.8,LUX,Luxemburg,Luxembourg
2004-01-31,LU,CONS,-3,LUX,Luxemburg,Luxembourg
2004-01-31,LU,BUIL,-34.6,LUX,Luxemburg,Luxembourg
2004-01-31,LU,ESI,99.1,LUX,Luxemburg,Luxembourg
