date,country,series,value
2008-07-31,LT,INDU,-8.6
2008-07-31,LT,SERV,-0.3
2008-07-31,LT,CONS,-10.9
2008-07-31,LT,RETA,8.8
2008-07-31,LT,BUIL,-29.1
2008-07-31,LT,ESI,96.5
2008-07-31,LT,EEI,96.2
2008-07-31,LU,INDU,-15.9
2008-07-31,LU,CONS,-16.9
2008-07-31,LU,BUIL,-14
2008-07-31,LU,ESI,93
2008-07-31,HU,INDU,-6.1
2008-07-31,HU,SERV,-16.1
2008-07-31,HU,CONS,-36.4
2008-07-31,HU,RETA,-10
2008-07-31,HU,BUIL,-34.3
2008-07-31,HU,ESI,92.7
2008-07-31,HU,EEI,94.6
2008-07-31,MT,INDU,-14.8
2008-07-31,MT,SERV,22.8
2008-07-31,MT,CONS,-16
2008-07-31,MT,BUIL,-14
2008-07-31,MT,ESI,96.9
2008-07-31,NL,INDU,2.1
2008-07-31,NL,SERV,7.8
2008-07-31,NL,CONS,-19
2008-07-31,NL,RETA,7.5
2008-07-31,NL,BUIL,28.5
2008-07-31,NL,ESI,100.7
2008-07-31,NL,EEI,106.4
2008-07-31,AT,INDU,-5.2
2008-07-31,AT,SERV,8.5
2008-07-31,AT,CONS,-22.9
2008-07-31,AT,RETA,-15.3
2008-07-31,AT,BUIL,1.4
2008-07-31,AT,ESI,92.7
2008-07-31,AT,EEI,101.8
2008-07-31,PL,INDU,-8.2
2008-07-31,PL,SERV,12
2008-07-31,PL,CONS,-2.3
2008-07-31,PL,RETA,5
2008-07-31,PL,BUIL,-10.9
2008-07-31,PL,ESI,111.3
2008-07-31,PL,EEI,114.3
2008-07-31,PT,INDU,-2.1
2008-07-31,PT,SERV,6.2
2008-07-31,PT,CONS,-30.3
2008-07-31,PT,RETA,-12.1
2008-07-31,PT,BUIL,-20.3
2008-07-31,PT,ESI,99.8
2008-07-31,PT,EEI,97.6
2008-07-31,RO,INDU,0.3
2008-07-31,RO,SERV,16.9
2008-07-31,RO,CONS,-8.6
2008-07-31,RO,RETA,20.6
2008-07-31,RO,BUIL,-5.7
2008-07-31,RO,ESI,107.5
2008-07-31,RO,EEI,103.8
2008-07-31,SI,INDU,-1.3
2008-07-31,SI,SERV,31.6
2008-07-31,SI,CONS,-27
2008-07-31,SI,RETA,28.9
2008-07-31,SI,BUIL,6.9
2008-07-31,SI,ESI,102.6
2008-07-31,SI,EEI,103.2
2008-07-31,SK,INDU,-3.3
2008-07-31,SK,SERV,24.5
2008-07-31,SK,CONS,-11.9
2008-07-31,SK,RETA,19.7
2008-07-31,SK,BUIL,-1.7
2008-07-31,SK,ESI,104
2008-07-31,SK,EEI,104.3
2008-07-31,FI,INDU,-1.8
2008-07-31,FI,SERV,15.3
2008-07-31,FI,CONS,-10.3
2008-07-31,FI,RETA,2.7
2008-07-31,FI,BUIL,-22.2
2008-07-31,FI,ESI,96.3
2008-07-31,FI,EEI,97.1
2008-07-31,SE,INDU,-10.7
2008-07-31,SE,SERV,16.4
2008-07-31,SE,CONS,-10.8
2008-07-31,SE,RETA,3.8
2008-07-31,SE,BUIL,31.7
2008-07-31,SE,ESI,91.5
2008-07-31,SE,EEI,93.2
2008-07-31,UK,INDU,-11.2
2008-07-31,UK,SERV,-19.9
2008-07-31,UK,CONS,-29.7
2008-07-31,UK,RETA,-27.6
2008-07-31,UK,BUIL,-37.8
2008-07-31,UK,ESI,86.4
2008-07-31,UK,EEI,89.7
2008-07-31,MK,INDU,11.4
2008-07-31,MK,SERV,24.2
2008-07-31,MK,RETA,4.8
2008-07-31,MK,BUIL,-3.9
2008-07-31,MK,ESI,120.3
2008-07-31,MK,EEI,131
2008-07-31,TR,INDU,-4.5
2008-07-31,TR,CONS,-11.4
2008-07-31,TR,ESI,93.6
2008-08-31,EU,INDU,-9.7
2008-08-31,EU,SERV,-3.2
2008-08-31,EU,CONS,-18.2
2008-08-31,EU,RETA,-12.3
2008-08-31,EU,BUIL,-13
2008-08-31,EU,ESI,89.5
2008-08-31,EU,EEI,96.7
2008-08-31,EA,INDU,-8.2
2008-08-31,EA,SERV,-2.6
2008-08-31,EA,CONS,-19.8
2008-08-31,EA,RETA,-13.9
2008-08-31,EA,BUIL,-14.6
2008-08-31,EA,ESI,89.9
2008-08-31,EA,EEI,96.2
2008-08-31,BE,INDU,-6.3
2008-08-31,BE,SERV,10.8
2008-08-31,BE,CONS,-14.9
2008-08-31,BE,RETA,-11.3
2008-08-31,BE,BUIL,-3.4
2008-08-31,BE,ESI,97.7
2008-08-31,BE,EEI,105.2
2008-08-31,BG,INDU,7.9
2008-08-31,BG,SERV,25.3
2008-08-31,BG,CONS,-19.6
2008-08-31,BG,RETA,15.5
2008-08-31,BG,BUIL,14.5
2008-08-31,BG,ESI,118.9
2008-08-31,BG,EEI,104.9
2008-08-31,CZ,INDU,2.2
2008-08-31,CZ,SERV,34.4
2008-08-31,CZ,CONS,-8.4
2008-08-31,CZ,RETA,21.8
2008-08-31,CZ,BUIL,0.4
2008-08-31,CZ,ESI,103.5
2008-08-31,CZ,EEI,105.6
2008-08-31,DK,INDU,-18.6
2008-08-31,DK,CONS,-4.8
2008-08-31,DK,BUIL,-25.9
2008-08-31,DK,ESI,82.5
2008-08-31,DE,INDU,-7.1
2008-08-31,DE,SERV,0.1
2008-08-31,DE,CONS,-16.7
2008-08-31,DE,RETA,-25
2008-08-31,DE,BUIL,-25.7
2008-08-31,DE,ESI,90.5
2008-08-31,DE,EEI,96.3
2008-08-31,EE,INDU,-13
2008-08-31,EE,SERV,-8.9
2008-08-31,EE,CONS,-12.5
2008-08-31,EE,RETA,-11
2008-08-31,EE,BUIL,-29.5
2008-08-31,EE,ESI,89.8
2008-08-31,EE,EEI,89.8
2008-08-31,IE,INDU,1.7
2008-08-31,IE,SERV,-6.3
2008-08-31,IE,CONS,-19
2008-08-31,IE,RETA,-4.7
2008-08-31,IE,BUIL,-62
2008-08-31,IE,ESI,86.4
2008-08-31,IE,EEI,87.9
2008-08-31,EL,INDU,-3.6
2008-08-31,EL,SERV,15.9
2008-08-31,EL,CONS,-39.7
2008-08-31,EL,RETA,7.2
2008-08-31,EL,BUIL,4.8
2008-08-31,EL,ESI,102.9
2008-08-31,EL,EEI,110.1
2008-08-31,ES,INDU,-18.7
2008-08-31,ES,SERV,-27.6
2008-08-31,ES,CONS,-32.4
2008-08-31,ES,RETA,-32.3
2008-08-31,ES,BUIL,-17.2
2008-08-31,ES,ESI,81.2
2008-08-31,ES,EEI,85
2008-08-31,FR,INDU,-10.7
2008-08-31,FR,SERV,-1.1
2008-08-31,FR,CONS,-18.3
2008-08-31,FR,RETA,-14.1
2008-08-31,FR,BUIL,-1.7
2008-08-31,FR,ESI,91.6
2008-08-31,FR,EEI,95.5
2008-08-31,HR,INDU,4
2008-08-31,HR,SERV,9.4
2008-08-31,HR,CONS,-26.4
2008-08-31,HR,RETA,-0.5
2008-08-31,HR,BUIL,8.6
2008-08-31,HR,ESI,100.4
2008-08-31,HR,EEI,105.6
2008-08-31,IT,INDU,-8.2
2008-08-31,IT,SERV,-4.2
2008-08-31,IT,CONS,-18.5
2008-08-31,IT,RETA,-3.2
2008-08-31,IT,BUIL,-23.2
2008-08-31,IT,ESI,92.7
2008-08-31,IT,EEI,101
2008-08-31,CY,INDU,9.2
2008-08-31,CY,SERV,28.8
2008-08-31,CY,CONS,-13.3
2008-08-31,CY,RETA,3.8
2008-08-31,CY,BUIL,-8.4
2008-08-31,CY,ESI,108.2
2008-08-31,CY,EEI,113.6
2008-08-31,LV,INDU,-12.4
2008-08-31,LV,SERV,-6.1
2008-08-31,LV,CONS,-12.6
2008-08-31,LV,RETA,-6.5
2008-08-31,LV,BUIL,-42.7
2008-08-31,LV,ESI,91.2
2008-08-31,LV,EEI,91.4
2008-08-31,LT,INDU,-8.2
2008-08-31,LT,SERV,-0.8
2008-08-31,LT,CONS,-10.4
2008-08-31,LT,RETA,6.3
2008-08-31,LT,BUIL,-37.7
2008-08-31,LT,ESI,96
2008-08-31,LT,EEI,94.4
2008-08-31,LU,INDU,-15
2008-08-31,LU,CONS,-14.7
2008-08-31,LU,BUIL,-14.9
2008-08-31,LU,ESI,94.5
2008-08-31,HU,INDU,-7.7
2008-08-31,HU,SERV,-12.8
2008-08-31,HU,CONS,-40.2
2008-08-31,HU,RETA,-12.5
2008-08-31,HU,BUIL,-29.9
2008-08-31,HU,ESI,90.5
2008-08-31,HU,EEI,95.6
2008-08-31,MT,INDU,-5.9
2008-08-31,MT,SERV,17.5
2008-08-31,MT,CONS,-15
2008-08-31,MT,BUIL,-16.5
2008-08-31,MT,ESI,98.1
2008-08-31,NL,INDU,1
2008-08-31,NL,SERV,3.4
2008-08-31,NL,CONS,-13.7
2008-08-31,NL,RETA,9.9
2008-08-31,NL,BUIL,12.8
2008-08-31,NL,ESI,99.7
2008-08-31,NL,EEI,102.4
2008-08-31,AT,INDU,-8
2008-08-31,AT,SERV,9.3
2008-08-31,AT,CONS,-22.5
2008-08-31,AT,RETA,-13.5
2008-08-31,AT,BUIL,-2
2008-08-31,AT,ESI,92.2
2008-08-31,AT,EEI,96.8
2008-08-31,PL,INDU,-9.2
2008-08-31,PL,SERV,12
2008-08-31,PL,CONS,2.1
2008-08-31,PL,RETA,2.7
2008-08-31,PL,BUIL,-11.9
2008-08-31,PL,ESI,110.9
2008-08-31,PL,EEI,114.1
2008-08-31,PT,INDU,-0.5
2008-08-31,PT,SERV,2.7
2008-08-31,PT,CONS,-26.6
2008-08-31,PT,RETA,-9.9
2008-08-31,PT,BUIL,-22.6
2008-08-31,PT,ESI,100.1
2008-08-31,PT,EEI,96.5
2008-08-31,RO,INDU,-0.8
2008-08-31,RO,SERV,17.4
2008-08-31,RO,CONS,-3.4
2008-08-31,RO,RETA,17.4
2008-08-31,RO,BUIL,-6.1
2008-08-31,RO,ESI,107.9
2008-08-31,RO,EEI,107.8
2008-08-31,SI,INDU,-4.1
2008-08-31,SI,SERV,36
2008-08-31,SI,CONS,-26.7
2008-08-31,SI,RETA,26.2
2008-08-31,SI,BUIL,1.1
2008-08-31,SI,ESI,102.3
2008-08-31,SI,EEI,105.5
2008-08-31,SK,INDU,-1.5
2008-08-31,SK,SERV,21.4
2008-08-31,SK,CONS,-12.7
2008-08-31,SK,RETA,18
2008-08-31,SK,BUIL,-3
2008-08-31,SK,ESI,103.7
2008-08-31,SK,EEI,103.9
2008-08-31,FI,INDU,-6.8
2008-08-31,FI,SERV,10.5
2008-08-31,FI,CONS,-10.2
2008-08-31,FI,RETA,4.5
2008-08-31,FI,BUIL,-11.2
2008-08-31,FI,ESI,93.4
2008-08-31,FI,EEI,99.3
2008-08-31,SE,INDU,-12.2
2008-08-31,SE,SERV,9.1
2008-08-31,SE,CONS,-8.4
2008-08-31,SE,RETA,-8
2008-08-31,SE,BUIL,14
2008-08-31,SE,ESI,89.2
2008-08-31,SE,EEI,91.8
2008-08-31,UK,INDU,-18.2
2008-08-31,UK,SERV,-23.5
2008-08-31,UK,CONS,-25.8
2008-08-31,UK,RETA,-26.1
2008-08-31,UK,BUIL,-40.4
2008-08-31,UK,ESI,84.1
2008-08-31,UK,EEI,81.9
2008-08-31,MK,INDU,8.2
2008-08-31,MK,SERV,23.1
2008-08-31,MK,RETA,7.6
2008-08-31,MK,BUIL,-6.5
2008-08-31,MK,ESI,115.4
2008-08-31,MK,EEI,135.7
2008-08-31,TR,INDU,-5.8
2008-08-31,TR,CONS,-3.9
2008-08-31,TR,ESI,95.2
2008-09-30,EU,INDU,-12.1
2008-09-30,EU,SERV,-2.6
2008-09-30,EU,CONS,-16.9
2008-09-30,EU,RETA,-10.7
2008-09-30,EU,BUIL,-15.4
2008-09-30,EU,ESI,89
2008-09-30,EU,EEI,94.4
2008-09-30,EA,INDU,-10.9
2008-09-30,EA,SERV,-2.9
2008-09-30,EA,CONS,-18.3
2008-09-30,EA,RETA,-12.3
2008-09-30,EA,BUIL,-17.7
2008-09-30,EA,ESI,89
2008-09-30,EA,EEI,93.6
2008-09-30,BE,INDU,-11.1
2008-09-30,BE,SERV,5.4
2008-09-30,BE,CONS,-12.4
2008-09-30,BE,RETA,-18.2
2008-09-30,BE,BUIL,-3.8
2008-09-30,BE,ESI,93.9
2008-09-30,BE,EEI,102.4
2008-09-30,BG,INDU,11
2008-09-30,BG,SERV,25.9
2008-09-30,BG,CONS,-17.3
2008-09-30,BG,RETA,14.1
2008-09-30,BG,BUIL,0.1
2008-09-30,BG,ESI,121.1
2008-09-30,BG,EEI,107.6
2008-09-30,CZ,INDU,-5.2
2008-09-30,CZ,SERV,34.2
2008-09-30,CZ,CONS,-8.8
2008-09-30,CZ,RETA,25
2008-09-30,CZ,BUIL,0.4
2008-09-30,CZ,ESI,100.7
2008-09-30,CZ,EEI,105.9
2008-09-30,DK,INDU,-22.2
2008-09-30,DK,CONS,-3.8
2008-09-30,DK,BUIL,-31.3
2008-09-30,DK,ESI,81.8
2008-09-30,DE,INDU,-9.6
2008-09-30,DE,SERV,-0.7
2008-09-30,DE,CONS,-15
2008-09-30,DE,RETA,-29
2008-09-30,DE,BUIL,-25.9
2008-09-30,DE,ESI,89.7
2008-09-30,DE,EEI,93.4
2008-09-30,EE,INDU,-17.9
2008-09-30,EE,SERV,-12.1
2008-09-30,EE,CONS,-17.8
2008-09-30,EE,RETA,-15
2008-09-30,EE,BUIL,-34
2008-09-30,EE,ESI,85.1
2008-09-30,EE,EEI,88.5
2008-09-30,IE,INDU,2.7
2008-09-30,IE,SERV,-7.1
2008-09-30,IE,CONS,-16.3
2008-09-30,IE,RETA,-7.2
2008-09-30,IE,BUIL,-54.6
2008-09-30,IE,ESI,87.2
2008-09-30,IE,EEI,87.2
2008-09-30,EL,INDU,-6.3
2008-09-30,EL,SERV,14.7
2008-09-30,EL,CONS,-41.8
2008-09-30,EL,RETA,5.1
2008-09-30,EL,BUIL,-14.2
2008-09-30,EL,ESI,99.6
2008-09-30,EL,EEI,111.5
2008-09-30,ES,INDU,-22.4
2008-09-30,ES,SERV,-29.4
2008-09-30,ES,CONS,-33.4
2008-09-30,ES,RETA,-30.6
2008-09-30,ES,BUIL,-26.2
2008-09-30,ES,ESI,79.1
2008-09-30,ES,EEI,85.9
2008-09-30,FR,INDU,-15.3
2008-09-30,FR,SERV,-2.5
2008-09-30,FR,CONS,-17.2
2008-09-30,FR,RETA,-1.5
2008-09-30,FR,BUIL,-4.5
2008-09-30,FR,ESI,90.4
2008-09-30,FR,EEI,92.6
2008-09-30,HR,INDU,3.5
2008-09-30,HR,SERV,12.7
2008-09-30,HR,CONS,-28.3
2008-09-30,HR,RETA,5.5
2008-09-30,HR,BUIL,8.8
2008-09-30,HR,ESI,100.9
2008-09-30,HR,EEI,103
2008-09-30,IT,INDU,-9.4
2008-09-30,IT,SERV,-0.1
2008-09-30,IT,CONS,-15.5
2008-09-30,IT,RETA,-2.2
2008-09-30,IT,BUIL,-22.5
2008-09-30,IT,ESI,93.9
2008-09-30,IT,EEI,96
2008-09-30,CY,INDU,6.5
2008-09-30,CY,SERV,22.7
2008-09-30,CY,CONS,-13.8
2008-09-30,CY,RETA,4
2008-09-30,CY,BUIL,-13.9
2008-09-30,CY,ESI,105.7
2008-09-30,CY,EEI,108.9
2008-09-30,LV,INDU,-16.5
2008-09-30,LV,SERV,-6.5
2008-09-30,LV,CONS,-13.4
2008-09-30,LV,RETA,-9.9
2008-09-30,LV,BUIL,-47.7
2008-09-30,LV,ESI,88.5
2008-09-30,LV,EEI,89.5
2008-09-30,LT,INDU,-9.6
2008-09-30,LT,SERV,-1.9
2008-09-30,LT,CONS,-10.8
2008-09-30,LT,RETA,1.7
2008-09-30,LT,BUIL,-34.7
2008-09-30,LT,ESI,95.1
2008-09-30,LT,EEI,94.4
2008-09-30,LU,INDU,-17.2
2008-09-30,LU,CONS,-14.3
2008-09-30,LU,BUIL,-15.8
2008-09-30,LU,ESI,93.4
2008-09-30,HU,INDU,-9.4
2008-09-30,HU,SERV,-10.2
2008-09-30,HU,CONS,-39.1
2008-09-30,HU,RETA,-10.3
2008-09-30,HU,BUIL,-25.1
2008-09-30,HU,ESI,90.6
2008-09-30,HU,EEI,97.9
2008-09-30,MT,INDU,-4.4
2008-09-30,MT,SERV,12.9
2008-09-30,MT,CONS,-13.2
2008-09-30,MT,BUIL,-10.1
2008-09-30,MT,ESI,98.3
2008-09-30,NL,INDU,-2.4
2008-09-30,NL,SERV,-1.9
2008-09-30,NL,CONS,-11.4
2008-09-30,NL,RETA,10
2008-09-30,NL,BUIL,11
2008-09-30,NL,ESI,96.6
2008-09-30,NL,EEI,104.3
2008-09-30,AT,INDU,-8.5
2008-09-30,AT,SERV,8.9
2008-09-30,AT,CONS,-18.3
2008-09-30,AT,RETA,-15.2
2008-09-30,AT,BUIL,-6
2008-09-30,AT,ESI,92.9
2008-09-30,AT,EEI,98.8
2008-09-30,PL,INDU,-10.8
2008-09-30,PL,SERV,11.7
2008-09-30,PL,CONS,3.4
2008-09-30,PL,RETA,3.2
2008-09-30,PL,BUIL,-12.7
2008-09-30,PL,ESI,110
2008-09-30,PL,EEI,113.2
2008-09-30,PT,INDU,-7.5
2008-09-30,PT,SERV,1.7
2008-09-30,PT,CONS,-21.6
2008-09-30,PT,RETA,-11.8
2008-09-30,PT,BUIL,-22.4
2008-09-30,PT,ESI,96.3
2008-09-30,PT,EEI,99.4
2008-09-30,RO,INDU,-1.9
2008-09-30,RO,SERV,21
2008-09-30,RO,CONS,-2.3
2008-09-30,RO,RETA,16.9
2008-09-30,RO,BUIL,-9.5
2008-09-30,RO,ESI,107.5
2008-09-30,RO,EEI,105.9
2008-09-30,SI,INDU,-6.4
2008-09-30,SI,SERV,29.4
2008-09-30,SI,CONS,-20.8
2008-09-30,SI,RETA,15.7
2008-09-30,SI,BUIL,1.8
2008-09-30,SI,ESI,100.6
2008-09-30,SI,EEI,105.4
2008-09-30,SK,INDU,0.3
2008-09-30,SK,SERV,21.6
2008-09-30,SK,CONS,-10.9
2008-09-30,SK,RETA,20.1
2008-09-30,SK,BUIL,-3.3
2008-09-30,SK,ESI,104.4
2008-09-30,SK,EEI,103.1
2008-09-30,FI,INDU,-9.4
2008-09-30,FI,SERV,8.7
2008-09-30,FI,CONS,-8.6
2008-09-30,FI,RETA,3.2
2008-09-30,FI,BUIL,-19.4
2008-09-30,FI,ESI,92.7
2008-09-30,FI,EEI,95.2
2008-09-30,SE,INDU,-12.6
2008-09-30,SE,SERV,8.4
2008-09-30,SE,CONS,-6.9
2008-09-30,SE,RETA,-6.5
2008-09-30,SE,BUIL,14
2008-09-30,SE,ESI,89.8
2008-09-30,SE,EEI,92.4
2008-09-30,UK,INDU,-21.6
2008-09-30,UK,SERV,-19.1
2008-09-30,UK,CONS,-24.2
2008-09-30,UK,RETA,-31
2008-09-30,UK,BUIL,-42.8
2008-09-30,UK,ESI,83.5
2008-09-30,UK,EEI,83.9
2008-09-30,MK,INDU,8.8
2008-09-30,MK,SERV,26.7
2008-09-30,MK,RETA,7.1
2008-09-30,MK,BUIL,-9.1
2008-09-30,MK,ESI,120.6
2008-09-30,MK,EEI,120.1
2008-09-30,TR,INDU,-12.9
2008-09-30,TR,CONS,-7.6
2008-09-30,TR,ESI,84.8
2008-10-31,EU,INDU,-17.7
2008-10-31,EU,SERV,-6.6
2008-10-31,EU,CONS,-19.3
2008-10-31,EU,RETA,-15.3
2008-10-31,EU,BUIL,-21.2
2008-10-31,EU,ESI,82.9
2008-10-31,EU,EEI,90.5
2008-10-31,EA,INDU,-17.3
2008-10-31,EA,SERV,-7.7
2008-10-31,EA,CONS,-20.8
2008-10-31,EA,RETA,-17.1
2008-10-31,EA,BUIL,-22
2008-10-31,EA,ESI,82.6
2008-10-31,EA,EEI,89.8
2008-10-31,BE,INDU,-17
2008-10-31,BE,SERV,0.1
2008-10-31,BE,CONS,-15.3
2008-10-31,BE,RETA,-21.3
2008-10-31,BE,BUIL,-7.6
2008-10-31,BE,ESI,86.7
2008-10-31,BE,EEI,95.2
2008-10-31,BG,INDU,8.2
2008-10-31,BG,SERV,26.8
2008-10-31,BG,CONS,-25.9
2008-10-31,BG,RETA,19
2008-10-31,BG,BUIL,-0.7
2008-10-31,BG,ESI,116.2
2008-10-31,BG,EEI,106.3
2008-10-31,CZ,INDU,-12.6
2008-10-31,CZ,SERV,34.5
2008-10-31,CZ,CONS,-13.6
2008-10-31,CZ,RETA,23.7
2008-10-31,CZ,BUIL,-2.9
2008-10-31,CZ,ESI,95.1
2008-10-31,CZ,EEI,104.1
2008-10-31,DK,INDU,-21.2
2008-10-31,DK,CONS,-5.1
2008-10-31,DK,BUIL,-35.4
2008-10-31,DK,ESI,80.5
2008-10-31,DE,INDU,-17.4
2008-10-31,DE,SERV,-4.6
2008-10-31,DE,CONS,-18
2008-10-31,DE,RETA,-26.3
2008-10-31,DE,BUIL,-25.6
2008-10-31,DE,ESI,84.6
2008-10-31,DE,EEI,91.2
2008-10-31,EE,INDU,-21.2
2008-10-31,EE,SERV,-21.8
2008-10-31,EE,CONS,-20.3
2008-10-31,EE,RETA,-21.7
2008-10-31,EE,BUIL,-41
2008-10-31,EE,ESI,81.1
2008-10-31,EE,EEI,80.6
2008-10-31,IE,INDU,-10
2008-10-31,IE,SERV,-21.4
2008-10-31,IE,CONS,-26.9
2008-10-31,IE,RETA,-17.7
2008-10-31,IE,BUIL,-57.6
2008-10-31,IE,ESI,76.9
2008-10-31,IE,EEI,83.8
2008-10-31,EL,INDU,-14.4
2008-10-31,EL,SERV,11.2
2008-10-31,EL,CONS,-52
2008-10-31,EL,RETA,-2.5
2008-10-31,EL,BUIL,-15.7
2008-10-31,EL,ESI,93.8
2008-10-31,EL,EEI,101.7
2008-10-31,ES,INDU,-28.5
2008-10-31,ES,SERV,-23.2
2008-10-31,ES,CONS,-36.9
2008-10-31,ES,RETA,-28.8
2008-10-31,ES,BUIL,-41.8
2008-10-31,ES,ESI,75
2008-10-31,ES,EEI,83.4
2008-10-31,FR,INDU,-21.1
2008-10-31,FR,SERV,-9.2
2008-10-31,FR,CONS,-19.7
2008-10-31,FR,RETA,-22
2008-10-31,FR,BUIL,-14.5
2008-10-31,FR,ESI,82.4
2008-10-31,FR,EEI,91.4
2008-10-31,HR,INDU,1.5
2008-10-31,HR,SERV,8.2
2008-10-31,HR,CONS,-26.7
2008-10-31,HR,RETA,-6.2
2008-10-31,HR,BUIL,7.7
2008-10-31,HR,ESI,98.7
2008-10-31,HR,EEI,104.3
2008-10-31,IT,INDU,-13.9
2008-10-31,IT,SERV,-7.9
2008-10-31,IT,CONS,-14.5
2008-10-31,IT,RETA,-5.4
2008-10-31,IT,BUIL,-26.9
2008-10-31,IT,ESI,90
2008-10-31,IT,EEI,92.2
2008-10-31,CY,INDU,2.5
2008-10-31,CY,SERV,10.1
2008-10-31,CY,CONS,-17.8
2008-10-31,CY,RETA,-0.4
2008-10-31,CY,BUIL,-14.8
2008-10-31,CY,ESI,101.3
2008-10-31,CY,EEI,104.8
2008-10-31,LV,INDU,-22.3
2008-10-31,LV,SERV,-9.3
2008-10-31,LV,CONS,-15.5
2008-10-31,LV,RETA,-13.2
2008-10-31,LV,BUIL,-48.5
2008-10-31,LV,ESI,83
2008-10-31,LV,EEI,85.9
2008-10-31,LT,INDU,-13
2008-10-31,LT,SERV,-4.3
2008-10-31,LT,CONS,-14.8
2008-10-31,LT,RETA,-10.4
2008-10-31,LT,BUIL,-42.8
2008-10-31,LT,ESI,91.2
2008-10-31,LT,EEI,88.5
2008-10-31,LU,INDU,-28.9
2008-10-31,LU,CONS,-19.9
2008-10-31,LU,BUIL,-28.8
2008-10-31,LU,ESI,84.8
2008-10-31,HU,INDU,-15.3
2008-10-31,HU,SERV,-18
2008-10-31,HU,CONS,-47.4
2008-10-31,HU,RETA,-18
2008-10-31,HU,BUIL,-31.2
2008-10-31,HU,ESI,83.5
2008-10-31,HU,EEI,90.5
2008-10-31,MT,INDU,-13.9
2008-10-31,MT,SERV,2.1
2008-10-31,MT,CONS,-23.6
2008-10-31,MT,BUIL,-14.8
2008-10-31,MT,ESI,90.3
2008-10-31,NL,INDU,-8.9
2008-10-31,NL,SERV,-10.6
2008-10-31,NL,CONS,-14.1
2008-10-31,NL,RETA,10.5
2008-10-31,NL,BUIL,4.7
2008-10-31,NL,ESI,87.2
2008-10-31,NL,EEI,98.4
2008-10-31,AT,INDU,-13.8
2008-10-31,AT,SERV,-3.8
2008-10-31,AT,CONS,-20.9
2008-10-31,AT,RETA,-18.6
2008-10-31,AT,BUIL,-7
2008-10-31,AT,ESI,85.9
2008-10-31,AT,EEI,91.2
2008-10-31,PL,INDU,-12.9
2008-10-31,PL,SERV,9.2
2008-10-31,PL,CONS,0.7
2008-10-31,PL,RETA,3.1
2008-10-31,PL,BUIL,-14.6
2008-10-31,PL,ESI,105.9
2008-10-31,PL,EEI,109.9
2008-10-31,PT,INDU,-18.4
2008-10-31,PT,SERV,-2.7
2008-10-31,PT,CONS,-25.5
2008-10-31,PT,RETA,-15.1
2008-10-31,PT,BUIL,-22.2
2008-10-31,PT,ESI,88.4
2008-10-31,PT,EEI,91.5
2008-10-31,RO,INDU,-1.3
2008-10-31,RO,SERV,21.7
2008-10-31,RO,CONS,-6.7
2008-10-31,RO,RETA,12.3
2008-10-31,RO,BUIL,-10
2008-10-31,RO,ESI,107.8
2008-10-31,RO,EEI,101.3
2008-10-31,SI,INDU,-20
2008-10-31,SI,SERV,22.6
2008-10-31,SI,CONS,-27.7
2008-10-31,SI,RETA,22.7
2008-10-31,SI,BUIL,-5.5
2008-10-31,SI,ESI,91.6
2008-10-31,SI,EEI,102.7
2008-10-31,SK,INDU,-17.2
2008-10-31,SK,SERV,9.9
2008-10-31,SK,CONS,-10.7
2008-10-31,SK,RETA,15
2008-10-31,SK,BUIL,-15.2
2008-10-31,SK,ESI,93.2
2008-10-31,SK,EEI,107.2
2008-10-31,FI,INDU,-11.9
2008-10-31,FI,SERV,4.6
2008-10-31,FI,CONS,-11.6
2008-10-31,FI,RETA,3
2008-10-31,FI,BUIL,-20.8
2008-10-31,FI,ESI,89.4
2008-10-31,FI,EEI,91.6
2008-10-31,SE,INDU,-18
2008-10-31,SE,SERV,2.2
2008-10-31,SE,CONS,-8.9
2008-10-31,SE,RETA,-13.2
2008-10-31,SE,BUIL,2.9
2008-10-31,SE,ESI,84.2
2008-10-31,SE,EEI,88.7
2008-10-31,UK,INDU,-32.5
2008-10-31,UK,SERV,-29
2008-10-31,UK,CONS,-24.7
2008-10-31,UK,RETA,-34.3
2008-10-31,UK,BUIL,-47.8
2008-10-31,UK,ESI,76.6
2008-10-31,UK,EEI,82.3
2008-10-31,MK,INDU,7.3
2008-10-31,MK,SERV,21.8
2008-10-31,MK,RETA,7.2
2008-10-31,MK,BUIL,-4.4
2008-10-31,MK,ESI,116.1
2008-10-31,MK,EEI,114.9
2008-10-31,TR,INDU,-26.9
2008-10-31,TR,CONS,-14.1
2008-10-31,TR,ESI,68.5
2008-11-30,EU,INDU,-24.7
2008-11-30,EU,SERV,-10.3
2008-11-30,EU,CONS,-19.3
2008-11-30,EU,RETA,-16.6
2008-11-30,EU,BUIL,-24.8
2008-11-30,EU,ESI,77.7
2008-11-30,EU,EEI,81.8
2008-11-30,EA,INDU,-25.5
2008-11-30,EA,SERV,-11.2
2008-11-30,EA,CONS,-20.5
2008-11-30,EA,RETA,-17.6
2008-11-30,EA,BUIL,-25.3
2008-11-30,EA,ESI,77.3
2008-11-30,EA,EEI,81.8
2008-11-30,BE,INDU,-25.3
2008-11-30,BE,SERV,-16
2008-11-30,BE,CONS,-14.8
2008-11-30,BE,RETA,-19.6
2008-11-30,BE,BUIL,-8.6
2008-11-30,BE,ESI,78
2008-11-30,BE,EEI,82.7
